Covariance Attention for Semantic Segmentation,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000764815300013,[],2022,JCR 一区,"Liu Yazhou, Nanjing University of Science & Technology","Chen Yuliang, Nanjing University of Science & Technology","Lasang Pongsak, Panasonic","Sun Quansen, Nanjing University of Science & Technology","","","",""
Recent Advances in Vision-Based On-Road Behaviors Understanding: A Critical Survey,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000780806600001,SENSORS,2022,JCR 二区,"Trabelsi Rim, Universite de Rouen Normandie","Khemmar Redouane, Universite de Rouen Normandie","Decoux Benoit, Universite de Rouen Normandie","Ertaud Jean-Yves, Universite de Rouen Normandie","Butteau Remi, Universite de Rouen Normandie","","",""
A Traffic Event Detection Method Based on Random Forest and Permutation Importance,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000778250800001,[],2022,JCR 一区,"Su Ziyi, Nanjing University of Science & Technology","Liu Qingchao, Jiangsu University","Zhao Chunxia, Nanjing University of Science & Technology","Sun Fengming, Nanjing University of Science & Technology","","","",""
Slicing-Based Reliable Resource Orchestration for Secure Software-Defined Edge-Cloud Computing Systems,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000752017900022,IEEE INTERNET OF THINGS JOURNAL,2022,JCR 一区,"Tang Jianhang, Yanshan University","Nie Jiangtian, Nanyang Technological University","Xiong Zehui, Singapore University of Technology & Design","Zhao Jun, Nanyang Technological University","Zhang Yang, Nanjing University of Aeronautics & Astronautics","Niyato Dusit, Nanyang Technological University","",""
Real-Time Monocular Joint Perception Network for Autonomous Driving,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000754278300001,[],2022,JCR 一区,"Li Keqiang, Tsinghua University","Xiong Hui, Tsinghua University","Liu Jinxin, Tsinghua University","Xu Qing, Tsinghua University","Wang Jianqiang, Tsinghua University","","",""
Dense Traffic Detection at Highway-Railroad Grade Crossings,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000745472900001,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,2022,JCR 一区,"Guo Feng, University of South Carolina System","Jiang Zhuocheng, University of South Carolina System","Wang Yi, University of South Carolina System","Chen Chen, State University System of Florida","Qian Yu, University of South Carolina System","","",""
Traffic sign detection based on improved faster R-CNN for autonomous driving,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000739278100003,JOURNAL OF SUPERCOMPUTING,2022,JCR 二区,"Li Xiaomei, Chongqing University","Xie Zhijiang, Chongqing University","Deng Xiong, Chongqing University","Wu Yanxue, Chongqing University","Pi Yangjun, Chongqing University","","",""
A complementary and precise vehicle detection approach in RGB-T images via semi-supervised transfer learning and decision-level fusion,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000741718600001,INTERNATIONAL JOURNAL OF REMOTE SENSING,2022,JCR 二区,"Zhang Xun Xun, Natl Expt Teaching Ctr Civil Engn Virtual Simulat","Lu Xiao Yu, Natl Expt Teaching Ctr Civil Engn Virtual Simulat","Peng Lang, Natl Expt Teaching Ctr Civil Engn Virtual Simulat","","","","",""
A Robust Vehicle Detection Model Based on Attention and Multi-scale Feature Fusion,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000972901000027,"2022 14TH INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS AND SIGNAL PROCESSING, WCSP",2023,JCR 一区,"Zhu Yuxin, Southwest Jiaotong University","Liu Wenbo, Southwest Jiaotong University","Yan Fei, Southwest Jiaotong University","Li Jun, China Elect Product Reliabil & Environm Testing R","","","",""
Small object detection combining attention mechanism and a novel FPN,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000771196600056,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,2022,JCR 三区,"Chen Junying, Xi'an University of Architecture & Technology","Liu Shipeng, Xi'an University of Architecture & Technology","Zhao Liang, Xi'an University of Architecture & Technology","Chen Dengfeng, Xi'an University of Architecture & Technology","Zhang Weihua, Xi'an University of Architecture & Technology","","",""
