Expanding and Refining Hybrid Compressors for Efficient Object Re-Identification,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:001251138600001,IEEE TRANSACTIONS ON IMAGE PROCESSING,2024,JCR 一区,"谢艺,华侨大学","吴汉霄,华侨大学","朱建清,华侨大学","曾焕强,华侨大学","Zhang Jing, University of Sydney"
RIGID: Recurrent GAN Inversion and Editing of Real Face Videos,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:001169499006011,2023 IEEE/CVF INTERNATIONAL CONFERENCE ON COMPUTER VISION (ICCV 2023),2024,JCR 一区,"徐洋洋,香港大学","He Shengfeng, Singapore Management University","Wong Kwan-Yee K., University of Hong Kong","罗平,香港大学"
